PUCID_productype,PUCID_refined,New Description,source.id,Old description,new/old match?,refined,personal_communal,indoor_outdoor,cluster,Prev_hh,Prev_hh_yes,Prev_M,Prev_F,Prev_child,Freq,Freq_CV,HT,HT_CV,AT,Mass,Mass_CV
PE.0200.010,#N/A,#N/A,P.PE.020,#N/A,#N/A,0,Communal,,#N/A,0.05,,,,,,,,,,,
#N/A,PE.0200.010.050.F,"fungicide , fungicide  spray",P.PE.020.029,fungicide-spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,1,1,10,0.6,0,500,1
#N/A,PE.0200.010.099.F,"fungicide , fungicide  NOC",P.PE.020.029,fungicide-spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,1,1,10,0.6,0,500,1
PE.0300.010,,,,,,0,Personal,,,,,0.5,0.5,0.5,,,,,,,
#N/A,PE.0300.010.050.F,"insect repellent , insect repellent  spray",P.PE.030.029,insect repellent-spray,0,1,Personal,O,0,,,0.5,0.5,0.5,48,0.3,5,0.6,0,1,1
#N/A,PE.0300.010.099.F,"insect repellent , insect repellent  NOC",P.PE.030.029,insect repellent-spray,0,1,Personal,O,0,,,0.5,0.5,0.5,48,0.3,5,0.6,0,1,1
PE.0300.020,#N/A,#N/A,P.PE.030,#N/A,#N/A,0,Communal,,#N/A,0.5,,,,,,,,,,,
#N/A,PE.0300.020.099.F,"insect repellent , insect repellent - exterior  NOC",P.PE.030.005,insect repellent exterior,0,1,Communal,O,0,,0.5,0.8,0.2,0,48,0.3,10,0.6,0,1,1
#N/A,PE.0300.020.050.F,"insect repellent , insect repellent - exterior  spray",P.PE.030.006,insecticide-exterior|spray,0,1,Communal,O,0,,0.5,0.8,0.2,0,48,0.3,10,0.6,0,1,1
PE.0300.030,,,,,,0,Personal,,,,,0.5,0.5,0.5,,,,,,,
#N/A,PE.0300.030.099.F,"insect repellent , insect repellent - skin  NOC",P.PE.030.026,insect repellent skin,0,1,Personal,O,0,,,0.5,0.5,0.5,48,0.3,5,0.6,0,1,1
#N/A,PE.0300.030.050.F,"insect repellent , insect repellent - skin  spray",P.PE.030.027,insect repellent skin|spray,0,1,Personal,O,0,,,0.5,0.5,0.5,48,0.3,5,0.6,0,1,1
PE.0400.010,#N/A,#N/A,P.PE.040,#N/A,#N/A,0,Communal,,#N/A,0.9,,,,,,,,,,,
#N/A,PE.0400.010.050.F,"insecticide , insecticide  spray",P.PE.040.029,insecticide spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,27,0.3,5,0.6,0,20,1
#N/A,PE.0400.010.099.F,"insecticide , insecticide  NOC",P.PE.040.029,insecticide spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,27,0.3,5,0.6,0,20,1
PE.0400.020,,,,,,0,Communal,,,0.9,,,,,,,,,,,
#N/A,PE.0400.020.099.F,"insecticide , insecticide - exterior  NOC",P.PE.040.005,insecticide exterior,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,10,1,10,0.6,0,500,1
#N/A,PE.0400.020.050.F,"insecticide , insecticide - exterior  spray",P.PE.040.006,insecticide exterior|spray,0,1,Communal,O,Other Outdoor,,0.5,0.8,0.2,0,10,1,10,0.6,0,500,1
PE.0400.030,,,,,,0,Communal,,,0.9,,,,,,,,,,,
#N/A,PE.0400.030.099.F,"insecticide , insecticide - interior  NOC",P.PE.040.009,insecticide interior,0,1,Communal,I,0,,0.5,0.2,0.8,0,27,0.3,5,0.6,0,50,1
#N/A,PE.0400.030.050.F,"insecticide , insecticide - interior  spray",P.PE.040.010,insecticide interior|spray,0,1,Communal,I,0,,0.5,0.2,0.8,0,27,0.3,5,0.6,0,50,1
PE.0500.010,#N/A,#N/A,P.PE.050,#N/A,#N/A,0,Communal,,#N/A,0.07,,,,,,,,,,,
#N/A,PE.0500.010.099.F,"rodenticide , rodenticide  NOC",P.PE.050.000,rodenticide,0,1,Communal,O,Other Outdoor,,1,0.8,0.2,0,2,1,5,0.6,0,20,1
PT.0400.010,#N/A,#N/A,P.PT.010,#N/A,#N/A,0,Communal,,#N/A,0.02,,,,,,,,,,,
#N/A,PT.0400.010.099.F,"fish , aquarium  NOC",P.PT.010.000,aquarium,0,1,Communal,O,0,,1,0.8,0.2,0,12,0.3,20,0.6,20,50,1
PT.0200.010,#N/A,#N/A,P.PT.020,#N/A,#N/A,0,Communal,,#N/A,0.3,,,,,,,,,,,
#N/A,PT.0200.010.099.F,"cats , cat litter  NOC",P.PT.020.000,cat litter,0,1,Communal,I,0,,1,0.2,0.8,0,104,0.3,5,0.6,5,8000,1
PT.0100.060,#N/A,#N/A,P.PT.030,#N/A,#N/A,0,Communal,,#N/A,0.1,,,,,,,,,,,
#N/A,PT.0100.060.050.F,"all pets , other pet treatments  spray",P.PT.030.029,other pet treatments spray,0,1,Communal,O,0,,0.5,0.8,0.2,0,12,0.3,5,0.6,0,50,1
#N/A,PT.0100.060.099.F,"all pets , other pet treatments  NOC",P.PT.030.029,other pet treatments spray,0,1,Communal,O,0,,0.5,0.8,0.2,0,12,0.3,5,0.6,0,50,1
PT.0100.070,#N/A,#N/A,P.PT.040,#N/A,#N/A,0,Communal,,#N/A,0.4,,,,,,,,,,,
#N/A,PT.0100.070.099.F,"all pets , pesticide - pet  NOC",P.PT.040.020,pesticide pet,0,1,Communal,I,0,,0.5,0.2,0.8,0,12,0.3,2,0.6,2,5,1
#N/A,PT.0100.070.050.F,"all pets , pesticide - pet  spray",P.PT.040.021,pesticide pet|spray,0,1,Communal,I,0,,0.5,0.2,0.8,0,12,0.3,2,0.6,2,5,1
PT.0100.080,#N/A,#N/A,P.PT.050,#N/A,#N/A,0,Communal,,#N/A,0.1,,,,,,,,,,,
#N/A,PT.0100.080.099.F,"all pets , pet shampoo  NOC",P.PT.050.000,pet shampoo,0,1,Communal,I,0,,1,0.2,0.8,0,6,1,15,0.6,0,50,1
PT.0100.090,#N/A,#N/A,P.PT.060,#N/A,#N/A,0,Communal,,#N/A,0.8,,,,,,,,,,,
#N/A,PT.0100.090.050.F,"all pets , pet stain cleaner  spray",P.PT.060.029,pet stain cleaner spray,0,1,Communal,I,0,,0.25,0.2,0.8,0,96,0.3,10,0.6,0,50,1
#N/A,PT.0100.090.099.F,"all pets , pet stain cleaner  NOC",P.PT.060.029,pet stain cleaner spray,0,1,Communal,I,0,,0.25,0.2,0.8,0,96,0.3,10,0.6,0,50,1
,PC.2000.090.099.F,"hair styling and care , hair conditioner NOC",,,,1,Communal,,,,0.25,0.2,0.8,0,96,0.3,10,0.6,0,50,1
,PC.2000.150.099.F,"hair styling and care , hair styling NOC",,,,1,Communal,,,,0.25,0.2,0.8,0,96,0.3,10,0.6,0,50,1
